ensembl_id	log2FC_shrunk	pvalue	padj	deg
ENSG00000000003	0.141580448256965	0.101444910688464	0.461689109536115	FALSE
ENSG00000000419	0.162681429968132	0.0691356197905889	0.398581317624069	FALSE
ENSG00000000457	-0.12676022463376	0.0412959974740407	0.319261914270752	FALSE
ENSG00000000460	-0.468162705939514	0.00262966337707896	0.0776623519012636	FALSE
ENSG00000000938	0.191587737315976	0.0477119662277611	0.340729768297937	FALSE
ENSG00000000971	-0.0562838168330119	0.289115802440661	0.690046454558082	FALSE
ENSG00000001036	0.0613645859386906	0.388565108521766	0.760612834760093	FALSE
ENSG00000001084	0.0114339984861804	0.863017142821549	0.966671084805405	FALSE
ENSG00000001167	-0.232387747650692	0.0034734924178261	0.0916119427743369	FALSE
ENSG00000001460	-0.0204566322277078	0.763973245827769	0.93528532370059	FALSE
ENSG00000001461	0.0863449934654203	0.196364919142311	0.601391341741467	FALSE
ENSG00000001497	-0.00470235058694203	0.94178112203233	0.98514903671113	FALSE
ENSG00000001561	0.186316712249832	0.046922252260093	0.338266276336771	FALSE
ENSG00000001617	0.0540145153950759	0.329444029307311	0.722300858974684	FALSE
ENSG00000001626	-0.0126836651114453	0.849821465074436	0.962726489688496	FALSE
ENSG00000001629	-0.081107700899982	0.222760972330195	0.630346484003901	FALSE
ENSG00000001630	0.0107207723531834	0.821509797166209	0.953401961484418	FALSE
ENSG00000001631	-0.163825642877531	0.0289652382607198	0.275493590744148	FALSE
ENSG00000002016	-0.0584596309279865	0.409341457003191	0.775187731091987	FALSE
ENSG00000002079	0.0313505399038937	0.488089697769668	0.820026928628815	FALSE
ENSG00000002330	0.25141764930785	0.0255623613739462	0.262028695217515	FALSE
ENSG00000002549	0.0475912321666898	0.493842082021483	0.822314513553135	FALSE
ENSG00000002586	0.269906320693499	0.00223134548378242	0.0701283702857827	FALSE
ENSG00000002587	0.0527581321582028	0.320193090200879	0.715305285616807	FALSE
ENSG00000002726	-0.00887555036968427	0.788672329885545	0.943218799787029	FALSE
ENSG00000002746	-0.00116895728831742	0.977407395218076	0.994955367881026	FALSE
ENSG00000002822	0.0631460265694058	0.370372837254615	0.748074204281579	FALSE
ENSG00000002834	0.145083452769799	0.0872547455062077	0.4351186729849	FALSE
ENSG00000002919	0.690819955922945	1.38618909499761e-10	5.22188983661391e-08	TRUE
ENSG00000002933	-0.00446537958834316	0.936520773857988	0.984313604350372	FALSE
ENSG00000003056	0.314744061388841	0.00311109598021073	0.086368737227488	FALSE
ENSG00000003096	-0.149378730828093	0.0301001926496569	0.27930396749729	FALSE
ENSG00000003137	0.190628873259347	0.0126146760745177	0.186340595687585	FALSE
ENSG00000003147	-0.0200145670893274	0.681033175588497	0.906139947092804	FALSE
ENSG00000003249	-0.0109306797796118	0.839281162467702	0.958665953492016	FALSE
ENSG00000003393	-0.0367030723489026	0.579079009246071	0.865322160141011	FALSE
ENSG00000003400	-0.150674682896583	0.0663401134157699	0.391206054086056	FALSE
ENSG00000003402	-0.0100041926076238	0.881391908960137	0.970679458318838	FALSE
ENSG00000003436	-0.0385890575048744	0.551323287459415	0.851471445493776	FALSE
ENSG00000003509	-0.0876982025357783	0.2361493104963	0.643091960993472	FALSE
ENSG00000003756	-0.0686323918900961	0.184046103326021	0.584401082494992	FALSE
ENSG00000003987	-0.11897209434623	0.13245170284185	0.513432547688939	FALSE
ENSG00000003989	0.157035291343938	0.0767601840201688	0.415257389261855	FALSE
ENSG00000004059	0.128678104567893	0.118932461418023	0.4942891476447	FALSE
ENSG00000004139	0.168671952888253	0.0627933469401654	0.383032550699979	FALSE
ENSG00000004142	0.147058512825156	0.0905045728259353	0.442232174843501	FALSE
ENSG00000004399	0.0624194064416062	0.373923900491255	0.750458988609877	FALSE
ENSG00000004455	-0.0145431760242046	0.828798089136937	0.955980430493549	FALSE
ENSG00000004468	-0.0863230345854473	0.230520460226803	0.638196023551248	FALSE
ENSG00000004478	0.0778659395065798	0.29095245942179	0.691994349079026	FALSE
ENSG00000004487	-0.0246287242641621	0.713607405471256	0.917872322217332	FALSE
ENSG00000004534	-0.0466432532522119	0.469525049786242	0.809440534249809	FALSE
ENSG00000004660	-0.0799126968039667	0.267869553879569	0.670304078778076	FALSE
ENSG00000004700	0.0814238352386316	0.27138761888766	0.673372960451071	FALSE
ENSG00000004766	-0.0910950872579568	0.221517465159081	0.630169104810114	FALSE
ENSG00000004776	0.169532188250203	0.0330351020916719	0.291400803315278	FALSE
ENSG00000004777	-0.0469891511020381	0.0673786251515957	0.393960502230959	FALSE
ENSG00000004779	0.0385055234061118	0.541843220971298	0.847124189129592	FALSE
ENSG00000004799	0.0314873552632795	0.544507399223499	0.847722566154352	FALSE
ENSG00000004809	-0.327547752470317	0.0136212242530607	0.194754067166983	FALSE
ENSG00000004838	0.015329096537243	0.783915615183764	0.941344279037908	FALSE
ENSG00000004846	-0.0776856939263222	0.197753675798405	0.603333397890566	FALSE
ENSG00000004864	0.027845565703875	0.682812774023313	0.906563408350135	FALSE
ENSG00000004866	-0.139964672844883	0.0665077302279988	0.391469003249569	FALSE
ENSG00000004897	-0.0760360377277771	0.290349231217208	0.691226384473302	FALSE
ENSG00000004939	-0.0132504486230065	0.704702368562686	0.913697707468126	FALSE
ENSG00000004961	0.052051334535335	0.45936982275993	0.803941650710904	FALSE
ENSG00000004975	0.0760763734960309	0.290021654249128	0.690992386524868	FALSE
ENSG00000005007	0.055626763348716	0.430044365226914	0.78765066404678	FALSE
ENSG00000005020	0.0835986963447223	0.2537951538823	0.658923901299445	FALSE
ENSG00000005022	0.0975571895031094	0.204143030027404	0.609493662015976	FALSE
ENSG00000005059	-0.0643175178132792	0.351885862023218	0.737060795092728	FALSE
ENSG00000005075	0.105829983944475	0.107161514312215	0.472688830286815	FALSE
ENSG00000005100	-0.0883148603260376	0.197033614414966	0.602529618659088	FALSE
ENSG00000005102	-0.0251679275264834	0.596737942549289	0.871698818520011	FALSE
ENSG00000005108	-0.0203070038717355	0.762631917088178	0.934819418685266	FALSE
ENSG00000005156	0.0861728759692154	0.237180657593702	0.643626911046921	FALSE
ENSG00000005175	0.047644597968873	0.440139045801267	0.793848340156123	FALSE
ENSG00000005187	0.0244243683714751	0.706381216794482	0.914584061765707	FALSE
ENSG00000005189	-0.0767998149767402	0.281682029389869	0.683796803288411	FALSE
ENSG00000005194	0.0450455142796748	0.508234594491374	0.830419838060118	FALSE
ENSG00000005206	0.133804394030676	0.071919562798011	0.405761420117719	FALSE
ENSG00000005238	0.0347742402566032	0.601787764317354	0.874158608160861	FALSE
ENSG00000005243	-0.028452905355479	0.645168868539909	0.891292205468739	FALSE
ENSG00000005249	0.127145485236234	0.118704198543431	0.494108959038287	FALSE
ENSG00000005302	0.00483353380219495	0.943048398951826	0.985486485254108	FALSE
ENSG00000005339	-0.021802186292681	0.738824897589896	0.925525238700603	FALSE
ENSG00000005379	-0.0275810932454446	0.685423581010656	0.907362927996851	FALSE
ENSG00000005381	4.28772396198664	3.41432397895494e-08	8.65483264310233e-06	TRUE
ENSG00000005421	0.040838326406337	0.514266890703672	0.834258493998051	FALSE
ENSG00000005436	-0.0139249861362718	0.830049489797138	0.956208416721862	FALSE
ENSG00000005448	-0.178337579693157	0.0523143230809427	0.353108121367843	FALSE
ENSG00000005469	-0.0303987124311625	0.64461399943726	0.891292205468739	FALSE
ENSG00000005471	-0.179841421847686	0.0504542807533591	0.347303611256268	FALSE
ENSG00000005483	-0.122964907516565	0.0810173088072461	0.422908480904337	FALSE
ENSG00000005486	0.0130388219371069	0.816934021548293	0.951627790175844	FALSE
ENSG00000005700	0.130692737163886	0.101693417088211	0.461720584520345	FALSE
ENSG00000005801	0.0843121938177557	0.216619448211638	0.626068285347632	FALSE
ENSG00000005810	-0.0276639011251024	0.671420876090239	0.90162136955122	FALSE
ENSG00000005812	0.0105732935564561	0.877544995133701	0.969320012340109	FALSE
ENSG00000005844	-0.0578590150228685	0.383139065168614	0.757107489636924	FALSE
ENSG00000005882	0.0630519047346749	0.343858836739174	0.732235473728243	FALSE
ENSG00000005884	0.0761187305277302	0.227800089770559	0.635810924055672	FALSE
ENSG00000005889	-0.0288572833685116	0.667555062000698	0.899905486944702	FALSE
ENSG00000005893	0.00970743319520789	0.840296813069572	0.959273136953828	FALSE
ENSG00000005955	-0.0553997615475115	0.369592793472843	0.747841331061874	FALSE
ENSG00000005961	0.0786544333524894	0.0627204665917849	0.383032550699979	FALSE
ENSG00000005981	-0.202775503622024	0.038153833888179	0.307984102479565	FALSE
ENSG00000006007	0.0498855458411426	0.482147115244396	0.816344878360705	FALSE
ENSG00000006015	0.401705092282685	0.0044882821022946	0.107065099587845	FALSE
ENSG00000006016	-0.0199185098977859	0.696551455716546	0.911223904614159	FALSE
ENSG00000006025	-0.0380061331354426	0.518946912695446	0.835980110057527	FALSE
ENSG00000006042	0.0434701249196981	0.506979245525334	0.829904072825357	FALSE
ENSG00000006047	0.0305250380395069	0.571291294407499	0.862013922908187	FALSE
ENSG00000006062	0.0444251064713599	0.490891218548024	0.821087707871771	FALSE
ENSG00000006074	0.193422536837303	0.027202019281135	0.267222154640429	FALSE
ENSG00000006075	0.361493339124352	0.013500255066167	0.193579484613647	FALSE
ENSG00000006114	-0.204724848893357	0.0338622700987808	0.294373830733728	FALSE
ENSG00000006118	-0.0522277309717712	0.409154337812876	0.775187731091987	FALSE
ENSG00000006125	-0.00769215368487107	0.907303882002977	0.97747073369744	FALSE
ENSG00000006194	0.061182567285006	0.373599060830797	0.75032412639124	FALSE
ENSG00000006210	0.17279834989424	0.0602017457122575	0.37588672858047	FALSE
ENSG00000006282	0.0694675869892191	0.317359392684643	0.712716587485452	FALSE
ENSG00000006283	-0.0702207020798401	0.328103908534111	0.721280783852383	FALSE
ENSG00000006327	1.82577597562169	0.0745692014610419	0.411169028507388	FALSE
ENSG00000006432	-0.0101942858120754	0.87769663203832	0.969371887990262	FALSE
ENSG00000006451	0.395062358341812	0.0070931189726739	0.13736702721819	FALSE
ENSG00000006453	0.121104145934795	0.133277474260453	0.514383755702385	FALSE
ENSG00000006459	-0.127916961539579	0.103561192501756	0.465389237022852	FALSE
ENSG00000006468	-0.010378894612662	0.867348824248647	0.967141815745594	FALSE
ENSG00000006530	-0.101617049109962	0.165575089657949	0.560590832204788	FALSE
ENSG00000006534	0.0322957555682834	0.620369039046109	0.882944295851793	FALSE
ENSG00000006555	0.119126146440355	0.114665793523656	0.486808739336703	FALSE
ENSG00000006576	-0.130821060424571	0.0997068523562611	0.459235576878166	FALSE
ENSG00000006607	-0.0720699574056982	0.311301628071136	0.707629404808366	FALSE
ENSG00000006611	0.0140228610570116	0.695077244461899	0.910440956605137	FALSE
ENSG00000006625	0.0803930123573534	0.2761251288318	0.677952109667481	FALSE
ENSG00000006634	0.0467993186476445	0.499576598440777	0.825817654772622	FALSE
ENSG00000006638	0.524478209110153	0.000128398389783185	0.0100651720407206	TRUE
ENSG00000006652	-0.116055890283999	0.134517372642446	0.516412215261389	FALSE
ENSG00000006659	-0.00424889580121994	0.939935318236	0.985041754047952	FALSE
ENSG00000006695	-0.0321507312233049	0.638665062877918	0.889397715543053	FALSE
ENSG00000006704	0.0530795371747061	0.409503650930749	0.775187731091987	FALSE
ENSG00000006712	0.0776527603985301	0.280955454957384	0.683133554891001	FALSE
ENSG00000006715	0.0159869389188656	0.819574106604805	0.952575783915072	FALSE
ENSG00000006740	-0.130090950477949	0.105472914390356	0.469430078654328	FALSE
ENSG00000006744	0.0423882370212459	0.537767729447375	0.84541089235502	FALSE
ENSG00000006747	-0.0126237920882086	0.838682887045263	0.958609113640782	FALSE
ENSG00000006756	-0.0282948730146852	0.677887504643989	0.904750653895232	FALSE
ENSG00000006757	-0.00499827788380153	0.918727924722354	0.980029656798723	FALSE
ENSG00000006788	-0.0341253475619559	0.205635438778118	0.61111344644523	FALSE
ENSG00000006831	0.0205446743823243	0.729745857616259	0.923179679681099	FALSE
