ensembl_id	baseMean	log2FC	lfcSE	log2FC_shrunk	stat	pvalue	padj	deg
ENSG00000137673	43.54923035576	3.66811684571453	0.305931910800419	3.6175260365895	11.9899778879474	4.0101220045461e-33	6.79595376110428e-29	TRUE
ENSG00000138131	81.5529718697197	2.77014051240732	0.242884359058872	2.72886948561964	11.4051827920952	3.93948910344863e-30	3.13690699262989e-26	TRUE
ENSG00000119681	81.3710175507728	2.57081875771047	0.226000666598478	2.53193976576749	11.3752706857184	5.5530306118426e-30	3.13690699262989e-26	TRUE
ENSG00000079931	27.568206951269	3.262961491484	0.311294065577717	3.20411523826069	10.4819264235841	1.04591225279117e-25	4.431268737013e-22	TRUE
ENSG00000198542	91.4487767139217	2.7890649570664	0.270424678515997	2.73664048582361	10.3136480456292	6.11356580146472e-25	2.07213199274845e-21	TRUE
ENSG00000186340	155.907828207484	1.98894741679815	0.193663558274247	1.95218767495278	10.270117075829	9.60879807392687e-25	2.71400501598065e-21	TRUE
ENSG00000140416	1044.21350208288	0.916600092538904	0.0901885507262192	0.901100223652675	10.1631535838887	2.89556150642849e-24	7.01015440706337e-21	TRUE
ENSG00000134258	28.7779649529025	2.94459571303158	0.298296308088181	2.88478711931535	9.87137833486399	5.53980741884761e-23	1.17353895409013e-19	TRUE
ENSG00000108244	11.2772554241299	4.31596513969108	0.438330219866539	4.22756449328169	9.84637824196833	7.10585240481478e-23	1.33803200782662e-19	TRUE
ENSG00000078098	8.47673596812813	3.37645985141965	0.343903732484307	3.3069534073247	9.81803781839944	9.41583938532317e-23	1.59570230063072e-19	TRUE
ENSG00000101384	152.228759125562	1.75381028472843	0.180261512612973	1.71794325565796	9.72925534300781	2.2624306371288e-22	3.48558290976562e-19	TRUE
ENSG00000159212	21.4069922341977	3.01107516703002	0.315367483280192	2.94561814878007	9.54783015582743	1.32441049972035e-21	1.87039872823007e-18	TRUE
ENSG00000102287	166.236992542509	2.36936415688966	0.249348126217693	2.31682000648995	9.5022336555322	2.0543560883666e-21	2.67809020227299e-18	TRUE
ENSG00000172965	31.2422598980497	1.93284265013502	0.206291334461768	1.88914992402124	9.36948057065981	7.28903516557051e-21	8.8233770679231e-18	TRUE
ENSG00000253368	28.9746435221286	1.65889316914267	0.177755242571795	1.62227077292308	9.33245706366517	1.03444526081609e-20	1.16871625567002e-17	TRUE
ENSG00000124766	50.0108697642615	1.78784679016869	0.192127687609811	1.74759024551484	9.30551349683444	1.33346419825896e-20	1.41238861049341e-17	TRUE
ENSG00000169429	13.7845032744842	3.21199886680929	0.34588383036837	3.13784637943835	9.28635161518962	1.59667594629874e-20	1.59169807423087e-17	TRUE
ENSG00000163739	10.2720160091262	2.66223676800178	0.290195908918548	2.59886502989773	9.17392935662993	4.56083970920025e-20	4.29403058621204e-17	TRUE
ENSG00000187144	12.3602460608993	3.6281478974205	0.397176939710216	3.54164240350301	9.13484025549829	6.55034100794083e-20	5.84255942429333e-17	TRUE
