ensembl_id	baseMean	log2FC	lfcSE	log2FC_shrunk	stat	pvalue	padj	deg
ENSG00000184557	363.68402702929	5.30122834851958	0.337032046362372	5.25483196717403	15.7291521851894	9.5480975087291e-56	2.80102988516077e-51	TRUE
ENSG00000136997	188.881720078614	4.07519933765976	0.262689287336447	4.0411746589803	15.513382288941	2.81643745814664e-54	4.13115046360949e-50	TRUE
ENSG00000142871	426.08661621732	5.16621257290603	0.344548472189159	5.12119441947875	14.9941531886107	8.017876626438e-51	7.84041429043951e-47	TRUE
ENSG00000185022	131.370735415006	3.60025414144266	0.246065914821136	3.56663813171539	14.6312590431701	1.77472289364043e-48	1.30158177019589e-44	TRUE
ENSG00000108691	205.682758867653	4.44892526038895	0.306969922195168	4.40761785752518	14.4930331563897	1.34088451184127e-47	7.86723760787511e-44	TRUE
ENSG00000169429	174.222600884902	6.6600343095003	0.468113853723266	6.59320305579653	14.2273813443631	6.19587600601463e-46	3.02937030854075e-42	TRUE
ENSG00000137331	88.6038305273188	4.89933731816085	0.350737499884072	4.85013039124323	13.9686726391681	2.42096699500696e-44	1.01459268236463e-40	TRUE
ENSG00000158859	1022.46394004374	3.79855373635404	0.272221802583929	3.7594489099018	13.9538923785611	2.97893694084623e-44	1.09237617620831e-40	TRUE
ENSG00000108244	57.9248286499469	6.38555517765997	0.458900007430847	6.32084178723004	13.9149162655488	5.14201199842576e-44	1.6760673776202e-40	TRUE
ENSG00000118523	472.131851013997	3.9683623180322	0.287955924346048	3.9278651488241	13.7811448993258	3.30981113998614e-43	9.70966196026334e-40	TRUE
ENSG00000119508	166.886330889406	4.28557738759232	0.311708704538929	4.23972614237109	13.7486612506745	5.18806615951753e-43	1.38361008050551e-39	TRUE
ENSG00000150347	663.125200305321	1.89841994103269	0.141477183937043	1.87956290829263	13.4185590086206	4.70778292453894e-41	1.15089599895229e-37	TRUE
ENSG00000059804	386.539376583388	3.05825214373017	0.228433459597494	3.02630857287652	13.3879342768739	7.11317025700897e-41	1.6051689435355e-37	TRUE
ENSG00000101608	1548.23682801639	1.57387911475351	0.117650284209029	1.559708162823	13.3776057179531	8.17381827641878e-41	1.71276523540729e-37	TRUE
ENSG00000153234	149.552889231426	3.40779654808107	0.263164557642862	3.36903175077796	12.949299018851	2.37109245278889e-38	4.63722454633433e-35	TRUE
ENSG00000130844	563.255879661785	2.13466465770138	0.165634683757858	2.11132520656626	12.8877878067015	5.27348859062375e-38	9.66894133090865e-35	TRUE
ENSG00000159167	68.144437186345	4.43868118767594	0.347050433710774	4.38592557769656	12.7897295508787	1.87123947923285e-37	3.22909890369264e-34	TRUE
ENSG00000188042	247.812510076865	1.95131557431941	0.156186008713685	1.92890894548223	12.4935363313912	8.09728185251811e-36	1.31967700236373e-32	TRUE
ENSG00000211445	2394.73714936773	1.82497205646226	0.146143971983813	1.80327740547406	12.4874945691527	8.73616104232651e-36	1.34886326493521e-32	TRUE
ENSG00000159388	246.876393575939	2.70385311496235	0.216644986601588	2.67064934509181	12.4805708979306	9.53008745576756e-36	1.39787322801199e-32	TRUE
ENSG00000038427	859.75869851248	2.95033676327191	0.237958332141353	2.91274653750017	12.3985436304006	2.66116284022707e-35	3.71751776575721e-32	TRUE
ENSG00000123358	288.307354590659	5.47748716331951	0.443758753608883	5.40301375105871	12.3433895529354	5.28818106864865e-35	7.05154908317622e-32	TRUE
ENSG00000138131	144.260810422338	2.79451343068808	0.227455192676924	2.75845157195774	12.2859953109859	1.07711136415924e-34	1.37383212952067e-31	TRUE
ENSG00000184545	60.7324384290145	3.98894576761764	0.328539627452417	3.93633644656745	12.1414448495878	6.36913253759294e-34	7.78520300511777e-31	TRUE
ENSG00000168398	74.5845607781204	4.93389048929238	0.406820221825885	4.86822375700736	12.1279381520126	7.51169639625184e-34	8.81452501921776e-31	TRUE
