ensembl_id	baseMean	log2FC	lfcSE	log2FC_shrunk	stat	pvalue	padj	deg
ENSG00000169429	171.204350469048	5.72137725433937	0.431561659018638	5.65688237327384	13.2573808047491	4.08930134974989e-40	1.15584102650681e-35	TRUE
ENSG00000159167	66.8776297210023	3.87525092479771	0.301941339284246	3.82842052118641	12.8344496781527	1.05147461835164e-37	1.48599650438545e-33	TRUE
ENSG00000142871	442.355236738483	4.32627141309423	0.351912383168837	4.26748851061283	12.2936038059752	9.80360189319988e-35	9.23662691704316e-31	TRUE
ENSG00000119508	169.84482219195	3.56889172235549	0.301749818771623	3.51929080412062	11.8273201849263	2.82001692429694e-32	1.99269445913133e-28	TRUE
ENSG00000168398	74.5226375363169	4.24902046045657	0.361772956114604	4.18590712630607	11.7449919587426	7.49296267176634e-32	4.23577179834951e-28	TRUE
ENSG00000185022	135.560059597841	2.86040199962585	0.249243064234219	2.81745669539058	11.4763554541196	1.73438291395288e-30	8.17038884381303e-27	TRUE
ENSG00000118523	495.646062580188	3.31128802520791	0.289641852514112	3.26154044451492	11.4323534270538	2.88190509220003e-30	1.08436217712377e-26	TRUE
ENSG00000104435	59.978063231804	4.25688702825774	0.372532499921087	4.19255969432385	11.4268876652627	3.06913052078195e-30	1.08436217712377e-26	TRUE
ENSG00000059804	389.643755265129	2.49752578414606	0.22215219539144	2.45889639287936	11.2424087448037	2.52399971136779e-29	7.92676131575674e-26	TRUE
ENSG00000164949	318.000185686515	3.39658285754517	0.304689459538259	3.34321183335576	11.147687428021	7.34915723075954e-29	1.89835696103486e-25	TRUE
ENSG00000184557	370.107862510268	4.18347035128945	0.375292727171863	4.11674470190029	11.1472193527845	7.38790963077428e-29	1.89835696103486e-25	TRUE
ENSG00000128342	52.2158952964725	3.80859810607503	0.342274452393057	3.74905072670601	11.1273221809186	9.2368770904835e-29	2.17566942468763e-25	TRUE
ENSG00000137331	90.25674238893	3.77484990854184	0.342552617983331	3.71401832920331	11.0197666296205	3.06853583163051e-28	6.67170502161819e-25	TRUE
ENSG00000158859	1033.93188135097	3.07491904307141	0.279274127430535	3.0256184692391	11.0103971010929	3.40499604075742e-28	6.69849532647747e-25	TRUE
ENSG00000108691	215.884825977293	3.4830930934515	0.316457351115989	3.42531744768005	11.0065166164361	3.55483565884175e-28	6.69849532647747e-25	TRUE
ENSG00000137801	4295.10300224393	2.77645467254221	0.252662754806287	2.73142785978439	10.988777014922	4.32750043874356e-28	7.64479999381791e-25	TRUE
ENSG00000124875	82.1190856916477	3.49312949718066	0.320296120685274	3.43559239472405	10.9059375733528	1.07974377948463e-27	1.79523281924312e-24	TRUE
ENSG00000038427	962.484473905286	2.36245194943212	0.217687554585687	2.32334053143451	10.8524897251404	1.94065873283169e-27	3.04737328241598e-24	TRUE
ENSG00000136997	203.945202806903	3.11113403188595	0.291111128847114	3.05717701972039	10.6871009851357	1.16970104315637e-26	1.74008420972709e-23	TRUE
ENSG00000162772	272.837153455254	2.98834808171512	0.286206923213527	2.93523720026086	10.4412152164664	1.60739697981722e-25	2.27165378172668e-22	TRUE
ENSG00000172965	163.645020043427	1.85848826345641	0.180467749357041	1.82434980857051	10.2981738846842	7.18115321813071e-25	9.66549027192688e-22	TRUE
ENSG00000130844	559.136320216224	1.70787858234444	0.168043466549389	1.67482199364486	10.163314393675	2.8907881229896e-24	3.71400574074096e-21	TRUE
ENSG00000134531	401.484598539894	2.89899498383588	0.287651991256399	2.8426945703769	10.0781328548213	6.90252804158686e-24	8.48260674328055e-21	TRUE
ENSG00000159388	275.314163581534	1.99395992879774	0.198268587997722	1.95573585474801	10.0568625062314	8.56856192985618e-24	1.00912667894744e-20	TRUE
ENSG00000150347	682.556652864575	1.49722037904875	0.149040410421226	1.46905878630354	10.0457344073143	9.59304142994196e-24	1.08458926406924e-20	TRUE
ENSG00000073756	106.256291894408	3.02116306523707	0.301835447304926	2.96109623508549	10.0093050442315	1.38723572698505e-23	1.48781337296161e-20	TRUE
ENSG00000222041	72.2198435956116	1.84941489244384	0.184844223999484	1.81379980631614	10.0052620115898	1.44508648591427e-23	1.48781337296161e-20	TRUE
ENSG00000110799	707.324627687604	2.71130918219577	0.271041200022308	2.65804212991742	10.0033101313476	1.47386430012117e-23	1.48781337296161e-20	TRUE
ENSG00000154734	756.282712585345	2.79272011277819	0.279418259748275	2.737713220461	9.99476596588253	1.60666301293217e-23	1.56594241588027e-20	TRUE
ENSG00000178878	225.349260842763	2.33800173564761	0.234507295556074	2.29204228206509	9.96984648218997	2.06547843655632e-23	1.94602493364215e-20	TRUE
ENSG00000163739	33.3529416201141	3.42863703940104	0.348250394791458	3.35763158178769	9.84532132821903	7.1809391734857e-23	6.54739502382495e-20	TRUE
ENSG00000123358	296.453494083177	4.19562464783855	0.428328310701652	4.11024019827545	9.79534750099899	1.17891338770692e-22	1.0413120907355e-19	TRUE
